property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_to_room_ratio
flat,bestech park view residency,sector 2,1.26,8051.0,1565.022978511986,Super Built up area 1565(145.39 sq.m.),2.0,2.0,3,7.0,South-East,Moderately Old,1565.0,,,1.0,0.0,0.0,0.0,0.0,1,84,782.511489255993
flat,mvn athens,sohna road,0.25,5198.0,480.9542131589073,Built Up area: 481 (44.69 sq.m.),2.0,2.0,0,0.0,,Relatively New,,481.0,,0.0,0.0,0.0,0.0,0.0,1,37,240.47710657945365
flat,sare crescent parc,sector 92,0.66,4977.0,1326.1000602772754,Carpet area: 1326 (123.19 sq.m.),3.0,2.0,2,15.0,North,Relatively New,,,1326.0,0.0,0.0,0.0,0.0,0.0,2,44,442.03335342575843
house,independent,sector 57,8.31,24171.0,3438.0,Plot area 382(319.4 sq.m.),5.0,6.0,3+,4.0,North-East,Old Property,,3438.0,,1.0,1.0,1.0,1.0,0.0,1,34,687.6
flat,ss the leaf,sector 85,1.85,6578.0,2812.40498631803,Super Built up area 2812(261.24 sq.m.),4.0,5.0,3+,1.0,North-West,Relatively New,2812.0,,,0.0,0.0,0.0,0.0,0.0,1,95,703.1012465795075
house,independent,sector 43,14.0,39886.0,3510.0,Plot area 390(326.09 sq.m.),9.0,9.0,3+,4.0,North,Moderately Old,,3510.0,,0.0,1.0,0.0,0.0,0.0,1,7,390.0
flat,ats tourmaline,sector 109,1.5,6976.0,2150.229357798165,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3.0,4.0,3+,4.0,North-West,Relatively New,2150.0,1797.0,1670.0,0.0,1.0,0.0,0.0,0.0,1,39,716.743119266055
flat,m3m golf hills,sector 79,1.45,10211.0,1420.037214768387,Carpet area: 1420 (131.92 sq.m.),2.0,2.0,3,15.0,,Under Construction,,,1420.0,0.0,0.0,0.0,0.0,0.0,1,67,710.0186073841935
house,malibu towne,sector 47,8.81,27191.0,3240.0,Plot area 360(301.01 sq.m.),8.0,6.0,3+,3.0,East,Moderately Old,,3240.0,,1.0,1.0,0.0,0.0,1.0,0,27,405.0
flat,godrej nature plus,sector 33,1.07,7725.0,1385.1132686084145,Super Built up area 1385(128.67 sq.m.),2.0,2.0,2,14.0,North-East,Under Construction,1385.0,,,0.0,0.0,0.0,0.0,0.0,1,68,692.5566343042073
house,huda housing board colony,sector 31,4.6,31507.0,1460.0,Plot area 1460(135.64 sq.m.),2.0,4.0,3+,3.0,East,Old Property,,1460.0,,0.0,0.0,0.0,0.0,1.0,1,8,730.0
flat,shree vardhman victoria,sector 70,1.5,7692.0,1950.0780031201248,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,7.0,South,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,0,174,650.0260010400416
house,independent,sector 25,9.0,28490.0,3159.0,Plot area 351(293.48 sq.m.),10.0,10.0,3,3.0,East,Old Property,,3159.0,,0.0,0.0,0.0,1.0,0.0,0,64,315.9
flat,ats kocoon,sector 109,2.2,10501.0,2095.038567755452,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3.0,4.0,3,13.0,West,Relatively New,2095.0,1860.0,,0.0,1.0,0.0,0.0,0.0,1,165,698.3461892518172
house,sheetla enclave,sector 5,0.96,10000.0,960.0,Plot area 945(87.79 sq.m.),2.0,4.0,2,3.0,,Moderately Old,,945.0,,0.0,0.0,1.0,1.0,0.0,0,0,480.0
house,emaar mgf marbella,sector 66,12.0,38095.0,3150.0,Plot area 350(292.64 sq.m.),5.0,6.0,3+,4.0,North-East,New Property,,3150.0,,0.0,1.0,0.0,1.0,0.0,1,38,630.0
house,independent,sector 9,0.6,10753.0,558.0,Plot area 62(51.84 sq.m.),2.0,2.0,1,1.0,North-East,Moderately Old,,558.0,,0.0,0.0,0.0,0.0,0.0,1,8,279.0
house,independent,sector 25,13.0,45710.0,2844.0,Plot area 316(264.22 sq.m.),6.0,8.0,3+,,,Relatively New,,2844.0,,1.0,1.0,1.0,1.0,0.0,2,0,474.0
flat,gls avenue 51,sector 92,0.42,7106.0,591.049817056009,Carpet area: 591 (54.91 sq.m.),2.0,2.0,1,4.0,East,Relatively New,,,591.0,1.0,0.0,0.0,1.0,0.0,0,42,295.5249085280045
house,independent,sector 2,5.7,22637.0,2518.0,Plot area 270(225.75 sq.m.),9.0,9.0,3+,3.0,North-East,Moderately Old,,2430.0,,0.0,0.0,0.0,1.0,0.0,0,0,279.77777777777777
flat,shree vardhman victoria,sector 70,1.62,13953.0,1161.040636422275,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,3.0,3,9.0,North,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,1,96,387.01354547409164
house,ansals palam vihar,sector 2,5.0,12500.0,4000.0,Built Up area: 4000 (371.61 sq.m.),6.0,4.0,0,3.0,,Undefined,,4000.0,,0.0,0.0,0.0,0.0,0.0,1,0,666.6666666666666
house,independent,sector 26,6.0,33333.0,1800.0,Plot area 200(167.23 sq.m.),3.0,5.0,3+,3.0,,Old Property,,1800.0,,0.0,0.0,0.0,0.0,0.0,0,9,600.0
flat,apex builders,sector 37c,0.42,5600.0,750.0,Carpet area: 750 (69.68 sq.m.),2.0,2.0,2,4.0,North,Relatively New,,,750.0,0.0,0.0,0.0,0.0,0.0,1,42,375.0
flat,m3m merlin,sector 67,3.39,14376.0,2358.0968280467446,Super Built up area 2358(219.07 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,4.0,3,14.0,East,Relatively New,2358.0,2100.0,2000.0,0.0,1.0,0.0,0.0,0.0,0,26,786.0322760155815
flat,experion windchants,sector 112,3.0,11538.0,2600.1040041601664,Super Built up area 2802(260.31 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,3.0,2,2.0,North,Relatively New,2802.0,2600.0,2200.0,0.0,0.0,0.0,0.0,1.0,0,49,866.7013347200555
flat,tata gurgaon gateway,sector 113,1.75,10443.0,1675.7636694436464,Super Built up area 1580(146.79 sq.m.),2.0,2.0,2,10.0,North,Relatively New,1580.0,,,1.0,0.0,0.0,0.0,0.0,1,104,837.8818347218232
flat,tarc maceo,sector 91,1.8,7758.0,2320.185614849188,Carpet area: 2320 (215.54 sq.m.),3.0,3.0,3+,0.0,North,Relatively New,,,2320.0,0.0,0.0,0.0,1.0,0.0,2,45,773.3952049497293
flat,eldeco accolade,sohna road,0.95,6542.0,1452.1553041883217,Super Built up area 1452(134.9 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2.0,2.0,3+,6.0,East,New Property,1452.0,,849.0,1.0,0.0,0.0,0.0,0.0,0,56,726.0776520941608
flat,m3m merlin,sector 67,4.5,14267.0,3154.131912805776,Super Built up area 3154(293.02 sq.m.),4.0,4.0,3+,15.0,South-West,Relatively New,3154.0,,,0.0,1.0,0.0,0.0,0.0,0,158,788.532978201444
flat,mvn athens,sohna road,0.26,5397.0,481.7491198814156,Carpet area: 481.74 (44.76 sq.m.),2.0,2.0,1,2.0,,Relatively New,,,481.792164,0.0,0.0,0.0,0.0,0.0,1,37,240.8745599407078
flat,sare crescent parc,sector 92,0.9,4278.0,2103.786816269285,Super Built up area 1870(173.73 sq.m.),4.0,5.0,3+,14.0,North-East,Relatively New,1870.0,,,0.0,1.0,0.0,0.0,1.0,1,62,525.9467040673212
flat,proxima tower,sector 37c,0.6,4602.0,1303.7809647979138,Super Built up area 1304(121.15 sq.m.),2.0,2.0,3,5.0,,Under Construction,1304.0,,,1.0,0.0,0.0,1.0,0.0,1,55,651.8904823989569
flat,dlf regal gardens,sector 90,1.75,7900.0,2215.1898734177216,Super Built up area 2215(205.78 sq.m.),4.0,4.0,3+,3.0,East,Relatively New,2215.0,,,0.0,0.0,0.0,0.0,1.0,1,6,553.7974683544304
flat,unitech vistas,sector 70,0.53,4800.0,1104.1666666666667,Super Built up area 1095(101.73 sq.m.),2.0,2.0,2,9.0,,Under Construction,1095.0,,,0.0,0.0,0.0,0.0,1.0,1,24,552.0833333333334
flat,satya the hermitage,sector 103,0.89,6137.0,1450.219977187551,Super Built up area 1450(134.71 sq.m.)Carpet area: 1081 sq.ft. (100.43 sq.m.),2.0,3.0,3,1.0,,Relatively New,1450.0,,1081.0,0.0,1.0,0.0,0.0,0.0,0,75,725.1099885937755
flat,mittal cosmos executive apartments,sector 2,0.75,6550.0,1145.038167938931,Super Built up area 1145(106.37 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.),2.0,2.0,2,15.0,,Old Property,1145.0,1100.0,,0.0,0.0,0.0,0.0,0.0,0,42,572.5190839694656
flat,ss the leaf,sector 85,2.1,8720.0,2408.256880733945,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3.0,4.0,3+,6.0,North,Relatively New,2408.0,,1685.0,0.0,1.0,0.0,0.0,0.0,1,156,802.7522935779816
flat,godrej oasis,sector 88a,1.4,7567.0,1850.1387604070303,Super Built up area 1850(171.87 sq.m.),3.0,3.0,3+,4.0,East,Relatively New,1850.0,,,0.0,0.0,0.0,0.0,0.0,0,38,616.7129201356768
flat,ats triumph,sector 104,2.0,8733.0,2290.1637467078895,Super Built up area 2290(212.75 sq.m.),3.0,4.0,3+,4.0,,Relatively New,2290.0,,,0.0,1.0,0.0,0.0,0.0,1,60,763.3879155692965
flat,emaar gurgaon greens,sector 102,1.4,8484.0,1650.16501650165,Super Built up area 1650(153.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,10.0,East,Relatively New,1650.0,1300.0,1022.58,0.0,1.0,0.0,0.0,0.0,1,46,550.05500550055
house,sector 14 rwa,sector 14,6.5,20635.0,3150.0,Plot area 350(292.64 sq.m.),4.0,4.0,3+,2.0,,Moderately Old,,3150.0,,0.0,0.0,0.0,0.0,0.0,1,0,787.5
flat,paras quartier,gwal pahari,5.9,11028.0,5350.018135654697,Super Built up area 5350(497.03 sq.m.),4.0,4.0,3+,19.0,East,New Property,5350.0,,,1.0,1.0,1.0,1.0,0.0,0,160,1337.5045339136743
flat,ss the leaf,sector 85,2.2,5641.0,3900.0177273533063,Super Built up area 3950(366.97 sq.m.)Built Up area: 3920 sq.ft. (364.18 sq.m.)Carpet area: 3900 sq.ft. (362.32 sq.m.),4.0,6.0,3,10.0,North-West,Relatively New,3950.0,3920.0,3900.0,0.0,1.0,0.0,0.0,0.0,1,174,975.0044318383266
flat,gls avenue 51,sector 92,0.21,6953.0,302.0279016251977,Carpet area: 302 (28.06 sq.m.),1.0,1.0,1,0.0,South-East,Relatively New,,,302.0,0.0,0.0,0.0,0.0,0.0,1,63,302.0279016251977
flat,valley view estate,gwal pahari,1.5,7489.0,2002.9376418747495,Super Built up area 2000(185.81 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,4.0,3+,10.0,North-East,Moderately Old,2000.0,1850.0,1650.0,0.0,0.0,0.0,0.0,0.0,1,58,500.7344104686874
house,independent,sector 49,4.5,15625.0,2880.0,Plot area 320(267.56 sq.m.),8.0,8.0,3,3.0,North-East,Moderately Old,,2880.0,,1.0,1.0,1.0,1.0,0.0,2,151,360.0
flat,m3m skycity,sector 65,2.85,15590.0,1828.094932649134,Super Built up area 1828(169.83 sq.m.),3.0,3.0,3,43.0,South,Under Construction,1828.0,,,0.0,0.0,0.0,0.0,0.0,0,115,609.3649775497114
flat,suncity vatsal valley,gwal pahari,1.38,12212.0,1130.036030134294,Built Up area: 1130 (104.98 sq.m.),2.0,2.0,2,4.0,East,Under Construction,,1130.0,,0.0,0.0,0.0,0.0,0.0,0,133,565.018015067147
flat,godrej oasis,sector 88a,1.38,6679.0,2066.177571492738,Carpet area: 2066 (191.94 sq.m.),3.0,3.0,3+,7.0,North,Relatively New,,,2066.0,0.0,1.0,0.0,0.0,0.0,1,72,688.725857164246
flat,bestech park view residency,sector 2,1.59,8281.0,1920.057964014008,Super Built up area 1920(178.37 sq.m.),3.0,4.0,3+,11.0,North-West,Moderately Old,1920.0,,,0.0,1.0,0.0,0.0,0.0,1,100,640.0193213380027
flat,bptp pedestal,sector 70a,1.6,10158.0,1575.1132112620594,Carpet area: 1575 (146.32 sq.m.),3.0,3.0,3,2.0,North-East,New Property,,,1575.0,0.0,1.0,0.0,0.0,1.0,1,77,525.0377370873531
house,ashok vihar phase 3 gurgaon,sector 3 phase 3 extension,0.95,8879.0,1070.0,Plot area 1070(99.41 sq.m.),4.0,3.0,2,1.0,East,Old Property,,1070.0,,0.0,0.0,0.0,0.0,0.0,1,8,267.5
flat,tarc maceo,sector 91,1.4,7407.0,1890.1039557175643,Super Built up area 1890(175.59 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3+,7.0,North,Relatively New,1890.0,1700.0,1600.0,0.0,0.0,0.0,0.0,0.0,1,76,630.0346519058547
flat,m3m merlin,sector 67,3.4,14418.0,2358.1634068525454,Super Built up area 2358(219.07 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3.0,4.0,3,15.0,South,Relatively New,2358.0,,1900.0,0.0,1.0,0.0,0.0,0.0,0,110,786.0544689508484
house,independent,sector 4,0.55,4074.0,1350.0,Plot area 1350(125.42 sq.m.),3.0,3.0,2,2.0,South,Relatively New,,1350.0,,0.0,0.0,0.0,0.0,1.0,1,7,450.0
flat,antriksh heights,sector 84,0.54,4458.0,1211.305518169583,Super Built up area 1200(111.48 sq.m.),2.0,2.0,3+,17.0,North-West,Relatively New,1200.0,,,0.0,0.0,0.0,0.0,0.0,1,81,605.6527590847915
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,9933.0,1359.106010268801,Super Built up area 1359(126.26 sq.m.),2.0,2.0,2,9.0,North-East,Relatively New,1359.0,,,0.0,0.0,0.0,0.0,0.0,1,100,679.5530051344005
flat,godrej nature plus,sector 33,1.55,9955.0,1557.00652938222,Carpet area: 1557 (144.65 sq.m.),3.0,2.0,3+,8.0,East,New Property,,,1557.0,0.0,0.0,0.0,0.0,0.0,1,43,519.00217646074
flat,adani aangan galleria,sector 89,0.42,4941.0,850.0303582270795,Super Built up area 850(78.97 sq.m.),2.0,2.0,2,3.0,,Relatively New,850.0,,,0.0,0.0,0.0,0.0,0.0,1,0,425.0151791135398
flat,signature global park 4,sector 36,0.72,6428.0,1120.099564405725,Carpet area: 1120 (104.05 sq.m.),3.0,2.0,3,2.0,,Under Construction,,,1120.0,0.0,0.0,0.0,0.0,0.0,1,0,373.366521468575
flat,shapoorji pallonji joyville gurugram,sector 102,1.3,17691.0,734.8369227290713,Super Built up area 1215(112.88 sq.m.)Built Up area: 1009 sq.ft. (93.74 sq.m.)Carpet area: 734.8 sq.ft. (68.27 sq.m.),2.0,2.0,3,0.0,East,Relatively New,1215.0,1009.0,734.8,0.0,0.0,1.0,0.0,0.0,1,125,367.41846136453563
flat,ats tourmaline,sector 109,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.),3.0,3.0,3+,9.0,East,Relatively New,1750.0,,,0.0,0.0,0.0,0.0,0.0,1,95,583.3333333333334
flat,smart world orchard,sector 61,2.45,15800.0,1550.632911392405,Super Built up area 1549(143.91 sq.m.)Carpet area: 939.37 sq.ft. (87.27 sq.m.),3.0,3.0,3,3.0,,New Property,1549.0,,939.37,1.0,1.0,0.0,0.0,0.0,1,119,516.8776371308016
flat,ss the leaf,sector 85,2.13,7574.0,2812.2524425666757,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3,6.0,North,Relatively New,2812.0,2600.0,2400.0,0.0,0.0,0.0,0.0,0.0,1,49,703.0631106416689
flat,cghs rail vihar,sector 15,1.4,10769.0,1300.0278577398087,Carpet area: 1300 (120.77 sq.m.),4.0,3.0,3,3.0,East,Old Property,,,1300.0,0.0,0.0,0.0,0.0,0.0,0,81,325.0069644349522
flat,silverglades hightown residences,sector 43,4.2,19767.0,2124.753376840188,Super Built up area 2150(199.74 sq.m.),3.0,4.0,2,7.0,East,Under Construction,2150.0,,,0.0,0.0,0.0,0.0,0.0,1,42,708.2511256133961
house,independent,sector 26,23.0,25556.0,9000.0,Plot area 1000(836.13 sq.m.),4.0,4.0,3+,2.0,South-West,Relatively New,,9000.0,,1.0,1.0,1.0,1.0,0.0,0,145,2250.0
house,independent,sector 55,5.6,20741.0,2700.0,Plot area 300(250.84 sq.m.),6.0,4.0,3,3.0,East,Old Property,,2700.0,,0.0,1.0,0.0,0.0,0.0,0,41,450.0
house,independent,sector 26,7.0,39260.0,1783.0,Plot area 1782.72(165.62 sq.m.),5.0,5.0,2,3.0,North-East,Relatively New,,1782.72,,0.0,1.0,0.0,0.0,0.0,1,9,356.6
flat,dlf exclusive floors,sector 43,2.35,14242.0,1650.0491504002248,Super Built up area 1650(153.29 sq.m.)Carpet area: 1405 sq.ft. (130.53 sq.m.),3.0,3.0,2,1.0,North-East,Old Property,1650.0,,1405.0,0.0,0.0,1.0,0.0,0.0,0,102,550.0163834667416
house,independent,sector 39,1.6,17937.0,892.0,Plot area 892(82.87 sq.m.),1.0,1.0,2,2.0,,Old Property,,892.0,,0.0,0.0,0.0,0.0,0.0,1,40,892.0
house,independent,sector 7,0.95,21111.0,450.0,Plot area 450(41.81 sq.m.),2.0,1.0,1,3.0,,New Property,,450.0,,0.0,0.0,0.0,0.0,0.0,1,15,225.0
house,independent,sector 15,1.8,10000.0,1800.0,Plot area 200(167.23 sq.m.),4.0,3.0,1,1.0,North-East,Old Property,,1800.0,,0.0,0.0,0.0,0.0,0.0,1,16,450.0
flat,eldeco accolade,sohna road,0.71,5607.0,1266.274299982165,Super Built up area 1275(118.45 sq.m.),2.0,2.0,3,10.0,North-East,Relatively New,1275.0,,,0.0,0.0,0.0,0.0,0.0,1,159,633.1371499910825
flat,godrej,sector 79,1.34,8524.0,1572.0319099014548,Super Built up area 1572(146.04 sq.m.),2.0,2.0,3,2.0,North-West,Relatively New,1572.0,,,1.0,0.0,0.0,0.0,0.0,1,158,786.0159549507274
flat,lord krishna,sector 12,2.7,8571.0,3150.1575078753935,Built Up area: 3150 (292.64 sq.m.),4.0,3.0,3,6.0,North-East,Undefined,,3150.0,,0.0,0.0,0.0,0.0,0.0,1,0,787.5393769688484
flat,jammu and kashmir bank employees cghs,sector 9a,0.94,6064.0,1550.131926121372,Carpet area: 1550 (144 sq.m.),3.0,3.0,2,5.0,East,Moderately Old,,,1550.0,0.0,0.0,0.0,0.0,0.0,0,85,516.7106420404574
house,independent,sector 13,0.45,4808.0,936.0,Built Up area: 936 (86.96 sq.m.),1.0,1.0,0,1.0,,Undefined,,936.0,,0.0,0.0,0.0,0.0,0.0,1,0,936.0
house,independent,sector 45,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),5.0,4.0,2,1.0,North-East,Moderately Old,,3240.0,,0.0,1.0,0.0,1.0,0.0,0,49,648.0
flat,orris aster court,sector 85,0.67,5825.0,1150.214592274678,Super Built up area 1375(127.74 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2.0,2.0,2,5.0,North-West,Relatively New,1375.0,1250.0,1150.0,0.0,0.0,0.0,0.0,1.0,0,174,575.107296137339
flat,ireo the corridors,sector 67a,2.0,11428.0,1750.0875043752187,Super Built up area 1750(162.58 sq.m.),3.0,3.0,3,12.0,,New Property,1750.0,,,1.0,0.0,0.0,0.0,0.0,1,38,583.3625014584062
house,independent,sector 3,3.5,9211.0,3800.0,Built Up area: 3800 (353.03 sq.m.),1.0,1.0,0,1.0,,Undefined,,3800.0,,0.0,0.0,0.0,0.0,0.0,1,0,3800.0
flat,nbcc heights,sector 89,1.5,7058.0,2125.2479455936527,Super Built up area 2125(197.42 sq.m.),3.0,3.0,3,8.0,,Relatively New,2125.0,,,1.0,1.0,0.0,0.0,0.0,1,105,708.4159818645509
house,bptp pedestal,sector 70a,0.92,7751.0,1187.0,Carpet area: 1187 (110.28 sq.m.),2.0,3.0,3+,3.0,North-East,New Property,,,1187.0,0.0,0.0,0.0,0.0,1.0,1,153,593.5
flat,tulip violet,sector 69,1.43,8886.0,1609.273013729462,Super Built up area 1608(149.39 sq.m.),3.0,3.0,2,1.0,North-West,Relatively New,1608.0,,,0.0,0.0,0.0,1.0,0.0,1,86,536.4243379098207
flat,m3m heights,sector 65,2.15,15003.0,1433.0467239885356,Built Up area: 1433 (133.13 sq.m.),2.0,2.0,3+,28.0,East,Undefined,,1433.0,,0.0,0.0,0.0,0.0,0.0,1,48,716.5233619942678
house,unitech south city,sector 50,5.88,27222.0,2160.0,Plot area 240(200.67 sq.m.),3.0,9.0,3+,3.0,East,Relatively New,,2160.0,,1.0,1.0,0.0,1.0,1.0,2,128,720.0
flat,avl 36 gurgaon,sector 36a,0.36,8990.0,400.4449388209121,Super Built up area 406(37.72 sq.m.)Carpet area: 402 sq.ft. (37.35 sq.m.),1.0,1.0,1,7.0,West,Relatively New,406.0,,402.0,0.0,0.0,0.0,0.0,0.0,1,95,400.4449388209121
flat,kiran residency,sector 56,1.54,8324.0,1850.072080730418,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,4.0,3+,5.0,South,Old Property,2000.0,1900.0,1850.0,0.0,1.0,0.0,0.0,0.0,0,98,616.690693576806
flat,godrej,sector 79,2.01,8495.0,2366.0977045320774,Super Built up area 2366(219.81 sq.m.),3.0,4.0,3+,6.0,East,Relatively New,2366.0,,,0.0,1.0,0.0,0.0,0.0,1,158,788.6992348440258
house,vipul tatvam villa,sector 48,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,2,,East,Moderately Old,,3240.0,,0.0,1.0,1.0,1.0,0.0,1,88,810.0
flat,m3m capital,sector 113,2.0,12012.0,1665.001665001665,Super Built up area 1665(154.68 sq.m.),3.0,3.0,2,24.0,,Under Construction,1665.0,,,0.0,0.0,0.0,0.0,0.0,1,47,555.000555000555
flat,hsiidc sidco shivalik apartments,manesar,0.48,3840.0,1250.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 770 sq.ft. (71.54 sq.m.),2.0,2.0,3,7.0,South,Moderately Old,1250.0,,770.0,0.0,0.0,0.0,0.0,0.0,1,88,625.0
flat,raheja sampada,sector 92,0.65,4744.0,1370.1517706576728,Super Built up area 1370(127.28 sq.m.),3.0,2.0,3,6.0,North-East,Relatively New,1370.0,,,0.0,0.0,0.0,0.0,0.0,1,49,456.71725688589095
flat,tulip violet,sector 69,1.8,8955.0,2010.0502512562816,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,9.0,South-West,Relatively New,2010.0,,,0.0,0.0,0.0,1.0,0.0,0,165,502.5125628140704
flat,la vida by tata housing,sector 113,2.33,12533.0,1859.0919971275832,Super Built up area 2217(205.97 sq.m.)Built Up area: 2098 sq.ft. (194.91 sq.m.)Carpet area: 1859 sq.ft. (172.71 sq.m.),3.0,3.0,3,3.0,North,New Property,2217.0,2098.0,1859.0,0.0,1.0,0.0,0.0,0.0,1,174,619.697332375861
house,independent,sector 50,7.0,23333.0,3000.0,Plot area 2400(222.97 sq.m.)Built Up area: 3400 sq.ft. (315.87 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4.0,4.0,2,3.0,North-East,Old Property,,3400.0,3000.0,0.0,1.0,0.0,0.0,0.0,1,118,750.0
flat,la vida by tata housing,sector 113,1.9,18500.0,1027.027027027027,Super Built up area 1579(146.69 sq.m.)Carpet area: 1027 sq.ft. (95.41 sq.m.),3.0,2.0,2,10.0,North-East,Relatively New,1579.0,,1027.0,0.0,0.0,0.0,1.0,0.0,0,174,342.34234234234236
flat,bptp terra,sector 37d,1.79,8983.0,1992.6527886006904,Super Built up area 1998(185.62 sq.m.),4.0,3.0,3,15.0,South-West,Relatively New,1998.0,,,0.0,0.0,0.0,0.0,1.0,0,37,498.1631971501726
flat,hsiidc sidco shivalik apartments,manesar,0.85,5102.0,1666.0133281066248,Super Built up area 1666(154.78 sq.m.),3.0,2.0,2,5.0,,Moderately Old,1666.0,,,0.0,0.0,0.0,0.0,0.0,1,0,555.3377760355417
flat,the close north,sector 50,2.65,11276.0,2350.1241575026606,Super Built up area 2605(242.01 sq.m.)Built Up area: 2491 sq.ft. (231.42 sq.m.)Carpet area: 2350 sq.ft. (218.32 sq.m.),3.0,3.0,3+,3.0,South-East,Moderately Old,2605.0,2491.0,2350.0,0.0,1.0,0.0,0.0,0.0,1,174,783.3747191675535
flat,pioneer araya,sector 62,8.35,19513.0,4279.198483062573,Super Built up area 4279(397.53 sq.m.),4.0,6.0,3,16.0,East,Relatively New,4279.0,,,0.0,1.0,0.0,1.0,0.0,1,153,1069.7996207656433
flat,aipl zen residences,sector 70a,1.65,13074.0,1262.0468104635154,Super Built up area 1262(117.24 sq.m.),2.0,2.0,3,23.0,North-West,New Property,1262.0,,,0.0,0.0,0.0,0.0,0.0,1,81,631.0234052317577
house,tata primanti,sector 72,8.5,13492.0,6300.0,Plot area 6300(585.29 sq.m.),5.0,6.0,3+,10.0,East,Relatively New,,6300.0,,1.0,1.0,1.0,1.0,0.0,0,145,1260.0
house,prem kunj,sohna road road,0.5,7407.0,675.0,Plot area 675(62.71 sq.m.)Built Up area: 725 sq.ft. (67.35 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),2.0,4.0,3,3.0,South-West,Relatively New,,725.0,675.0,0.0,0.0,0.0,1.0,0.0,1,22,337.5
flat,puri emerald bay,sector 104,2.3,9387.0,2450.1970810695643,Super Built up area 2450(227.61 sq.m.),3.0,4.0,3+,10.0,North-East,Moderately Old,2450.0,,,0.0,1.0,0.0,0.0,0.0,1,101,816.7323603565214
flat,emaar gurgaon greens,sector 102,1.4,8484.0,1650.16501650165,Super Built up area 1650(153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,3,9.0,South-West,Relatively New,1650.0,,1200.0,0.0,1.0,0.0,0.0,0.0,1,49,550.05500550055
flat,bptp terra,sector 37d,1.72,9497.0,1811.0982415499632,Super Built up area 1811(168.25 sq.m.)Carpet area: 996.3 sq.ft. (92.56 sq.m.),3.0,3.0,3,9.0,South,Relatively New,1811.0,,996.3,1.0,0.0,0.0,0.0,0.0,0,24,603.6994138499878
flat,la vida by tata housing,sector 113,3.72,13984.0,2660.183066361556,Carpet area: 2660 (247.12 sq.m.),5.0,4.0,3+,0.0,,New Property,,,2660.0,0.0,0.0,0.0,1.0,0.0,2,44,532.0366132723112
flat,antriksh heights,sector 84,0.85,5556.0,1529.8776097912166,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3,10.0,North-West,New Property,1350.0,,,1.0,0.0,0.0,0.0,1.0,1,24,764.9388048956083
flat,sare homes,sector 92,1.18,5207.0,2266.180142116382,Carpet area: 2266 (210.52 sq.m.),4.0,4.0,3,8.0,North,Relatively New,,,2266.0,0.0,1.0,0.0,0.0,0.0,1,108,566.5450355290955
