property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_to_room_ratio
flat,la vida by tata housing,sector 113,3.05,15561.0,1960.0282758177495,Super Built up area 2690(249.91 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),3.0,4.0,3,3.0,North-West,Relatively New,2690.0,2150.0,1960.0,0.0,1.0,0.0,0.0,0.0,1,174,653.3427586059165
flat,vatika gurgaon,sector 83,0.83,6666.0,1245.1245124512452,Super Built up area 1245(115.66 sq.m.)Built Up area: 1154 sq.ft. (107.21 sq.m.)Carpet area: 945 sq.ft. (87.79 sq.m.),2.0,2.0,2,12.0,North,Relatively New,1245.0,1154.0,945.0,0.0,0.0,0.0,1.0,0.0,1,165,622.5622562256226
flat,ats tourmaline,sector 109,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.),3.0,3.0,3+,12.0,North-West,Relatively New,1750.0,,,0.0,0.0,0.0,0.0,1.0,1,65,583.3333333333334
flat,m3m heights,sector 65,2.0,13957.0,1432.9727018700294,Built Up area: 1433 (133.13 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,2,32.0,,Undefined,,1433.0,1000.0,0.0,0.0,0.0,0.0,0.0,1,48,716.4863509350147
flat,greenopolis,sector 89,1.3,6806.0,1910.079341757273,Carpet area: 1910 (177.44 sq.m.),3.0,3.0,3+,1.0,South-West,New Property,,,1910.0,0.0,1.0,0.0,0.0,0.0,1,35,636.6931139190909
flat,bptp terra,sector 37d,1.77,8078.0,2191.136419905917,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),4.0,3.0,3,15.0,North,Relatively New,2191.0,,1860.0,1.0,1.0,0.0,1.0,1.0,1,49,547.7841049764793
flat,signature global solera,sector 107,0.36,6569.0,548.0286192723398,Super Built up area 548(50.91 sq.m.),2.0,2.0,1,9.0,South,Relatively New,548.0,,,0.0,0.0,0.0,0.0,0.0,1,28,274.0143096361699
flat,vatika gurgaon,sector 83,1.12,6455.0,1735.0890782339277,Super Built up area 1735(161.19 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1126 sq.ft. (104.61 sq.m.),3.0,3.0,2,4.0,South-East,Relatively New,1735.0,1200.0,1126.0,1.0,1.0,1.0,1.0,0.0,0,165,578.3630260779759
flat,smart world gems,sector 89,1.25,8784.0,1423.0418943533698,Super Built up area 1423(132.2 sq.m.),3.0,3.0,3,2.0,North,Under Construction,1423.0,,,0.0,0.0,0.0,1.0,0.0,1,12,474.34729811778993
flat,paras dews,sector 106,1.34,9550.0,1403.1413612565443,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4.0,5.0,3+,7.0,South-East,Relatively New,2355.0,1535.0,1403.0,0.0,1.0,0.0,0.0,0.0,1,49,350.7853403141361
house,independent,sector 12,0.7,4118.0,1700.0,Plot area 1700(157.94 sq.m.),4.0,4.0,1,2.0,,Moderately Old,,1700.0,,0.0,0.0,0.0,0.0,0.0,1,0,425.0
flat,puri diplomatic greens,sector 111,3.45,11694.0,2950.2308876346847,Super Built up area 2950(274.06 sq.m.),4.0,5.0,3+,9.0,North-East,Relatively New,2950.0,,,0.0,1.0,0.0,0.0,0.0,1,68,737.5577219086712
flat,antriksh heights,sector 84,0.9,6206.0,1450.2094747019014,Super Built up area 1725(160.26 sq.m.)Built Up area: 1525 sq.ft. (141.68 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3+,12.0,North-East,Relatively New,1725.0,1525.0,1450.0,0.0,0.0,0.0,0.0,0.0,1,166,483.40315823396713
flat,dhoot time residency,sector 63,3.0,18271.0,1641.9462536259646,Built Up area: 1642 (152.55 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3+,14.0,,Relatively New,,1642.0,1500.0,0.0,1.0,0.0,0.0,0.0,0,0,547.3154178753215
flat,breez global heights,sohna road,0.4,6420.0,623.0529595015577,Super Built up area 623(57.88 sq.m.)Carpet area: 599 sq.ft. (55.65 sq.m.),2.0,2.0,1,4.0,North-East,New Property,623.0,,599.0,0.0,0.0,0.0,0.0,0.0,1,49,311.52647975077883
flat,experion the heartsong,sector 108,1.68,8387.0,2003.1000357696437,Super Built up area 2003(186.08 sq.m.)Built Up area: 1338.29 sq.ft. (124.33 sq.m.)Carpet area: 986.41 sq.ft. (91.64 sq.m.),3.0,3.0,3+,4.0,East,Relatively New,2003.0,1338.29,986.41,1.0,1.0,0.0,0.0,0.0,0,86,667.7000119232146
flat,dlf regal gardens,sector 90,1.76,7945.0,2215.229704216488,Super Built up area 2215(205.78 sq.m.)Built Up area: 2020 sq.ft. (187.66 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),4.0,4.0,3+,8.0,North,Relatively New,2215.0,2020.0,1670.0,0.0,0.0,0.0,0.0,0.0,0,135,553.807426054122
flat,ireo the grand arch,sector 58,3.8,17560.0,2164.009111617312,Super Built up area 2164(201.04 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,1,19.0,West,Moderately Old,2164.0,1700.0,1600.0,0.0,1.0,0.0,0.0,0.0,0,167,721.336370539104
house,independent,sector 26,13.5,29880.0,4518.0,Plot area 502(419.74 sq.m.),5.0,5.0,3+,2.0,North-East,Relatively New,,4518.0,,1.0,1.0,0.0,1.0,1.0,2,49,903.6
flat,dlf regency park,sector 28,1.91,16608.0,1150.04816955684,Carpet area: 1150 (106.84 sq.m.),2.0,2.0,2,11.0,,New Property,,,1150.0,0.0,0.0,0.0,0.0,0.0,2,98,575.02408477842
house,independent,sector 11,2.5,17857.0,1400.0,Plot area 1400(130.06 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.),5.0,4.0,3,1.0,East,Old Property,,1850.0,,0.0,0.0,1.0,0.0,0.0,1,0,280.0
flat,m3m capital,sector 113,3.25,14142.0,2298.1190779239146,Carpet area: 2298 (213.49 sq.m.),4.0,4.0,3+,34.0,,Under Construction,,,2298.0,1.0,1.0,0.0,1.0,0.0,1,115,574.5297694809786
flat,bhagwati sadan,sector 12,1.15,5750.0,2000.0,Super Built up area 2500(232.26 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3.0,4.0,2,2.0,,Old Property,2500.0,2000.0,1750.0,1.0,1.0,0.0,0.0,1.0,0,28,666.6666666666666
flat,corona optus,sector 37c,1.27,7231.0,1756.3269257364127,Super Built up area 1763(163.79 sq.m.),3.0,3.0,3,2.0,South,Relatively New,1763.0,,,0.0,0.0,0.0,0.0,1.0,1,49,585.4423085788043
flat,bptp terra,sector 37d,1.75,7987.0,2191.060473269062,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,4.0,3,7.0,West,Relatively New,2191.0,2100.0,1800.0,0.0,0.0,0.0,0.0,1.0,0,120,547.7651183172655
flat,maxworth city residences,sector 10a,0.9,7083.0,1270.6480304955528,Super Built up area 1200(111.48 sq.m.),2.0,2.0,3,9.0,East,New Property,1200.0,,,0.0,0.0,0.0,0.0,1.0,1,52,635.3240152477764
flat,ats triumph,sector 104,2.52,8000.0,3150.0,Super Built up area 3150(292.64 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3+,19.0,North-East,Relatively New,3150.0,2800.0,2400.0,0.0,1.0,1.0,0.0,0.0,0,156,787.5
flat,experion the heartsong,sector 108,1.65,8237.0,2003.1564890129905,Super Built up area 2003(186.08 sq.m.)Built Up area: 1771.32 sq.ft. (164.56 sq.m.)Carpet area: 1302.01 sq.ft. (120.96 sq.m.),3.0,4.0,3,3.0,North-West,Moderately Old,2003.0,1771.32,1302.01,1.0,0.0,0.0,0.0,0.0,0,75,667.7188296709968
house,international city by sobha phase 1,sector 109,6.0,9634.0,6228.0,Plot area 692(578.6 sq.m.),4.0,5.0,3,2.0,North-East,Moderately Old,,6228.0,,0.0,0.0,0.0,0.0,0.0,1,76,1557.0
flat,shree vardhman victoria,sector 70,1.64,8410.0,1950.0594530321043,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,8.0,North-East,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,1,126,650.0198176773681
house,dlf new town heights,sector 86,2.5,7827.0,3194.0,Plot area 3194(296.73 sq.m.),4.0,5.0,3+,4.0,West,Moderately Old,,3194.0,,0.0,1.0,0.0,1.0,1.0,0,49,798.5
flat,godrej summit,sector 104,1.3,9027.0,1440.1240722277612,Super Built up area 1440(133.78 sq.m.),3.0,2.0,3+,16.0,,Relatively New,1440.0,,,1.0,0.0,1.0,1.0,0.0,0,0,480.04135740925375
flat,signature global solera,sector 107,0.5,7692.0,650.0260010400416,Super Built up area 546(50.73 sq.m.),2.0,2.0,1,11.0,,Relatively New,546.0,,,0.0,0.0,0.0,0.0,0.0,1,55,325.0130005200208
house,independent,sector 67,1.5,8641.0,1736.0,Carpet area: 180 (150.5 sq.m.),5.0,3.0,2,2.0,,New Property,,,180.0,0.0,0.0,0.0,0.0,0.0,1,0,347.2
flat,puri diplomatic greens,sector 111,2.65,13589.0,1950.1067039517256,Super Built up area 2215(205.78 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),3.0,4.0,2,7.0,West,Relatively New,2215.0,,1950.0,0.0,1.0,0.0,0.0,0.0,0,159,650.0355679839085
flat,umang monsoon breeze,sector 78,0.7,5719.0,1223.9902080783354,Built Up area: 1224 (113.71 sq.m.),2.0,2.0,2,5.0,,Undefined,,1224.0,,0.0,0.0,0.0,0.0,0.0,1,0,611.9951040391677
flat,la vida by tata housing,sector 113,1.5,11755.0,1276.0527435133986,Carpet area: 1276 (118.54 sq.m.),2.0,2.0,2,13.0,,New Property,,,1276.0,0.0,0.0,0.0,0.0,0.0,1,71,638.0263717566993
house,eldeco mansionz,sector 48,6.4,23704.0,2700.0,Plot area 365(305.19 sq.m.)Built Up area: 366 sq.yards (306.02 sq.m.),4.0,4.0,3,3.0,West,Moderately Old,,366.0,,0.0,1.0,1.0,0.0,0.0,0,151,675.0
house,independent,sector 56,3.25,21495.0,1512.0,Plot area 168(140.47 sq.m.),5.0,6.0,3+,4.0,East,Relatively New,,1512.0,,0.0,0.0,0.0,1.0,1.0,0,27,302.4
house,international city by sobha phase 1,sector 109,6.1,25103.0,2430.0,Plot area 270(225.75 sq.m.),5.0,6.0,3+,2.0,,Moderately Old,,2430.0,,0.0,1.0,0.0,0.0,0.0,1,30,486.0
flat,ild grand,sector 37c,0.66,5038.0,1310.043668122271,Built Up area: 1310 (121.7 sq.m.),2.0,2.0,3+,14.0,,Undefined,,1310.0,,0.0,0.0,0.0,0.0,0.0,1,60,655.0218340611355
flat,central park resorts,sector 48,15.0,22388.0,6700.017866714311,Carpet area: 6700 (622.45 sq.m.),5.0,6.0,3+,17.0,,Relatively New,,,6700.0,1.0,1.0,0.0,1.0,0.0,2,45,1340.0035733428622
flat,ats triumph,sector 104,1.83,7991.0,2290.0763358778627,Super Built up area 2290(212.75 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3.0,4.0,3+,10.0,North,Relatively New,2290.0,2000.0,1750.0,0.0,1.0,0.0,0.0,0.0,1,165,763.3587786259542
flat,bptp terra,sector 37d,1.8,8215.0,2191.1138161898966,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),4.0,3.0,3,18.0,North-West,Relatively New,2191.0,,1860.0,1.0,1.0,0.0,1.0,0.0,1,49,547.7784540474742
flat,m3m merlin,sector 67,3.4,14418.0,2358.1634068525454,Super Built up area 2358(219.07 sq.m.),3.0,4.0,3,17.0,North,Relatively New,2358.0,,,0.0,1.0,0.0,0.0,0.0,0,174,786.0544689508484
flat,bestech park view residency,sector 2,0.56,8553.0,654.7410265403953,Carpet area: 650 (60.39 sq.m.),1.0,1.0,2,7.0,South-West,Moderately Old,,,650.0,0.0,0.0,0.0,0.0,0.0,1,92,654.7410265403953
flat,orris aster court premier,sector 85,1.73,6757.0,2560.307828918159,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.),4.0,5.0,3+,8.0,East,Relatively New,2560.0,2017.0,,0.0,1.0,0.0,0.0,0.0,1,16,640.0769572295397
house,independent,sector 28,1.39,11583.0,1200.0,Plot area 540(50.17 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,1,3.0,North-East,Old Property,,1450.0,1200.0,0.0,0.0,1.0,0.0,0.0,1,37,600.0
flat,godrej nature plus,sector 33,1.3,8349.0,1557.0727033177627,Super Built up area 1557(144.65 sq.m.),3.0,2.0,3+,18.0,North,New Property,1557.0,,,0.0,0.0,0.0,0.0,0.0,1,38,519.0242344392542
flat,breez global heights,sohna road,0.21,5329.0,394.0701820228936,Carpet area: 394 (36.6 sq.m.),1.0,1.0,1,2.0,,Relatively New,,,394.0,0.0,0.0,0.0,0.0,0.0,1,21,394.0701820228936
flat,godrej air,sector 85,1.83,10005.0,1829.085457271364,Carpet area: 1829 (169.92 sq.m.),3.0,3.0,3+,18.0,,Under Construction,,,1829.0,0.0,0.0,0.0,0.0,0.0,1,110,609.695152423788
flat,vatika city,sector 49,1.79,12785.0,1400.0782166601489,Carpet area: 1400 (130.06 sq.m.),3.0,3.0,3,9.0,,Old Property,,,1400.0,0.0,1.0,0.0,0.0,0.0,1,38,466.6927388867163
flat,suncity vatsal valley,gwal pahari,1.28,9552.0,1340.033500837521,Carpet area: 1340 (124.49 sq.m.),3.0,3.0,3,1.0,North,Relatively New,,,1340.0,0.0,0.0,0.0,0.0,0.0,0,49,446.67783361250696
flat,whiteland blissville,sector 76,1.92,11794.0,1627.946413430558,Built Up area: 1628 (151.25 sq.m.),3.0,3.0,2,3.0,,Undefined,,1628.0,,0.0,0.0,0.0,0.0,0.0,1,61,542.6488044768527
flat,vatika the seven lamps,sector 82,0.81,6192.0,1308.1395348837211,Super Built up area 1300(120.77 sq.m.),2.0,2.0,2,15.0,West,Relatively New,1300.0,,,0.0,0.0,0.0,0.0,0.0,0,117,654.0697674418606
flat,pyramid urban homes 2,sector 86,0.5,9615.0,520.0208008320333,Carpet area: 520 (48.31 sq.m.),2.0,2.0,1,10.0,,Relatively New,,,520.0,0.0,0.0,0.0,0.0,0.0,1,15,260.01040041601664
flat,tulip violet,sector 69,1.2,8888.0,1350.1350135013502,Super Built up area 1350(125.42 sq.m.),2.0,3.0,1,0.0,North-West,Relatively New,1350.0,,,0.0,0.0,0.0,0.0,0.0,1,150,675.0675067506751
flat,shree vardhman victoria,sector 70,1.8,9230.0,1950.1625135427953,Carpet area: 1950 (181.16 sq.m.),3.0,5.0,3,0.0,,New Property,,,1950.0,0.0,0.0,0.0,0.0,0.0,1,72,650.0541711809318
flat,nbcc heights,sector 89,0.75,6578.0,1140.1641836424444,Super Built up area 1140(105.91 sq.m.),2.0,2.0,2,6.0,,Moderately Old,1140.0,,,0.0,0.0,0.0,0.0,0.0,1,0,570.0820918212222
flat,shri balaji apartment,sector 12,0.35,4037.0,866.9804310131285,Super Built up area 867(80.55 sq.m.)Built Up area: 737 sq.ft. (68.47 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,1,1.0,North,Moderately Old,867.0,737.0,650.0,0.0,0.0,0.0,0.0,0.0,1,23,433.49021550656425
house,independent,sector 48,5.5,23504.0,2340.0,Plot area 260(217.39 sq.m.),4.0,4.0,2,2.0,North,Relatively New,,2340.0,,0.0,1.0,0.0,0.0,0.0,0,22,585.0
flat,tulip violet,sector 69,1.4,8928.0,1568.100358422939,Super Built up area 1568(145.67 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,1,12.0,North,Relatively New,1568.0,,1200.0,0.0,0.0,0.0,1.0,0.0,1,174,522.700119474313
flat,the lions cghs,sector 56,2.05,7884.0,2600.202942668696,Super Built up area 2600(241.55 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3+,6.0,South,Relatively New,2600.0,2500.0,2400.0,0.0,0.0,0.0,0.0,1.0,0,101,650.050735667174
flat,suncity vatsal valley,gwal pahari,1.45,10139.0,1430.1213137390275,Built Up area: 1430 (132.85 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),3.0,3.0,3,4.0,,Under Construction,,1430.0,760.0,0.0,0.0,0.0,0.0,0.0,1,49,476.70710457967584
flat,krisumi waterfall residences,sector 36a,3.65,14381.0,2538.0710659898477,Super Built up area 2538(235.79 sq.m.),3.0,3.0,2,17.0,East,New Property,2538.0,,,0.0,0.0,0.0,0.0,0.0,1,31,846.0236886632825
flat,unitech uniworld city,sector 30,3.55,14991.0,2368.087519178174,Super Built up area 2368(219.99 sq.m.)Built Up area: 2367 sq.ft. (219.9 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,5.0,3+,16.0,North,Old Property,2368.0,2367.0,2000.0,0.0,1.0,0.0,0.0,0.0,0,141,789.3625063927246
flat,breez global hill view,sohna road,0.35,5319.0,658.0184245158864,Built Up area: 658 (61.13 sq.m.)Carpet area: 554.17 sq.ft. (51.48 sq.m.),2.0,2.0,2,18.0,,New Property,,658.0,554.17,0.0,0.0,0.0,0.0,0.0,1,15,329.0092122579432
flat,ats tourmaline,sector 109,1.5,8571.0,1750.0875043752187,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.),3.0,3.0,3+,7.0,North-East,Relatively New,1750.0,1466.0,,0.0,0.0,0.0,0.0,0.0,1,165,583.3625014584062
flat,om apartment dayanand colony,sector 5,0.26,4373.0,594.5575120054882,Carpet area: 583 (54.16 sq.m.),1.0,1.0,1,3.0,North-East,Relatively New,,,583.0,0.0,0.0,0.0,0.0,0.0,1,14,594.5575120054882
house,independent,sector 46,5.65,23870.0,2367.0,Plot area 263(219.9 sq.m.),8.0,6.0,3+,3.0,South-West,Moderately Old,,2367.0,,0.0,1.0,0.0,0.0,0.0,0,67,295.875
flat,indiabulls centrum park,sector 103,1.01,8080.0,1250.0,Super Built up area 1423(132.2 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2.0,2.0,3,5.0,West,Relatively New,1423.0,,1250.0,0.0,0.0,1.0,0.0,0.0,0,165,625.0
flat,tulsiani easy in homes,sohna road,0.4,6722.0,595.0609937518595,Carpet area: 595 (55.28 sq.m.),2.0,2.0,3,12.0,,New Property,,,595.0,0.0,0.0,0.0,0.0,0.0,1,36,297.53049687592977
flat,shree vardhman victoria,sector 70,1.65,8461.0,1950.1240988062875,Carpet area: 1950 (181.16 sq.m.),3.0,3.0,2,6.0,North-West,Relatively New,,,1950.0,1.0,0.0,0.0,0.0,0.0,1,72,650.0413662687625
house,vipul tatvam villa,sector 48,8.25,38194.0,2160.0,Plot area 350(292.64 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),4.0,4.0,3+,3.0,North-East,Relatively New,,300.0,240.0,0.0,1.0,1.0,0.0,0.0,0,160,540.0
house,ansal sushant lok,sector 43,10.5,27911.0,3762.0,Plot area 418(349.5 sq.m.),4.0,4.0,2,,North-East,Old Property,,3762.0,,0.0,1.0,0.0,0.0,0.0,1,59,940.5
house,independent,sector 43,5.75,23663.0,2430.0,Plot area 270(225.75 sq.m.)Built Up area: 260 sq.yards (217.39 sq.m.)Carpet area: 220 sq.yards (183.95 sq.m.),4.0,4.0,2,4.0,North,Under Construction,,260.0,220.0,0.0,1.0,1.0,0.0,0.0,2,153,607.5
flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,900.0900090009001,Super Built up area 900(83.61 sq.m.)Carpet area: 587 sq.ft. (54.53 sq.m.),2.0,2.0,2,9.0,,New Property,900.0,,587.0,0.0,0.0,0.0,0.0,0.0,1,60,450.04500450045003
flat,ss the leaf,sector 85,1.99,8659.0,2298.186857604804,Super Built up area 2408(223.71 sq.m.)Built Up area: 2398 sq.ft. (222.78 sq.m.)Carpet area: 2298 sq.ft. (213.49 sq.m.),3.0,4.0,3+,17.0,East,Relatively New,2408.0,2398.0,2298.0,0.0,1.0,0.0,0.0,0.0,0,174,766.0622858682681
flat,gls arawali homes,sohna road,0.28,4307.0,650.1044810773161,Super Built up area 650(60.39 sq.m.),2.0,2.0,2,12.0,,New Property,650.0,,,0.0,0.0,0.0,0.0,0.0,1,0,325.05224053865805
flat,tarc maceo,sector 91,0.89,6339.0,1404.0069411579111,Super Built up area 1404(130.44 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3+,9.0,East,Relatively New,1404.0,,1200.0,0.0,0.0,0.0,0.0,1.0,0,13,702.0034705789556
flat,mapsko paradise,sector 83,0.75,5597.0,1340.0035733428622,Super Built up area 1340(124.49 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,3.0,3,10.0,North,New Property,1340.0,,1000.0,0.0,0.0,0.0,0.0,1.0,0,49,446.6678577809541
flat,sare crescent parc,sector 92,0.5,5000.0,1000.0,Super Built up area 1000(92.9 sq.m.),2.0,2.0,3,2.0,,Moderately Old,1000.0,,,0.0,0.0,0.0,0.0,0.0,1,38,500.0
house,independent,sohna road road,0.95,8920.0,1065.0,Plot area 1065(98.94 sq.m.),3.0,10.0,3+,3.0,,New Property,,1065.0,,0.0,0.0,0.0,0.0,0.0,1,0,355.0
flat,raheja vedaanta,sector 108,0.65,4761.0,1365.2593992858642,Super Built up area 1365(126.81 sq.m.),2.0,2.0,2,5.0,East,Relatively New,1365.0,,,0.0,0.0,0.0,1.0,0.0,0,174,682.6296996429321
house,independent,sector 38,3.9,21242.0,1836.0,Plot area 204(170.57 sq.m.),6.0,6.0,3+,3.0,North-East,Moderately Old,,1836.0,,1.0,1.0,0.0,1.0,0.0,1,32,306.0
flat,signature global park,sohna road,0.72,5991.0,1201.8027040560842,Super Built up area 1210(112.41 sq.m.),2.0,2.0,3,3.0,North-West,Relatively New,1210.0,,,0.0,0.0,0.0,1.0,0.0,1,158,600.9013520280421
flat,experion the heartsong,sector 108,2.08,9904.0,2100.1615508885297,Built Up area: 2631 (244.43 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4.0,4.0,3+,3.0,East,Relatively New,,2631.0,2100.0,0.0,1.0,0.0,0.0,0.0,1,126,525.0403877221324
flat,microtek greenburg,sector 86,1.23,8310.0,1480.14440433213,Super Built up area 1480(137.5 sq.m.),2.0,2.0,3,13.0,South,Relatively New,1480.0,,,1.0,0.0,0.0,0.0,0.0,1,6,740.072202166065
flat,hero homes,sector 104,1.35,9565.0,1411.3957135389442,Super Built up area 1359(126.26 sq.m.)Carpet area: 861.97 sq.ft. (80.08 sq.m.),3.0,2.0,2,18.0,East,New Property,1359.0,,861.97,0.0,0.0,0.0,0.0,0.0,1,49,470.4652378463147
flat,la vida by tata housing,sector 113,3.05,11338.0,2690.0687952019757,Super Built up area 2690(249.91 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),3.0,4.0,3,15.0,North-East,New Property,2690.0,2600.0,2240.0,0.0,1.0,0.0,0.0,0.0,1,174,896.6895984006586
flat,godrej nature plus,sector 33,1.65,8266.0,1996.1287200580691,Carpet area: 1996 (185.43 sq.m.),3.0,3.0,3,2.0,,Under Construction,,,1996.0,0.0,1.0,0.0,0.0,0.0,1,37,665.3762400193564
flat,tulip violet,sector 69,1.3,8283.0,1569.4796571290594,Super Built up area 1568(145.67 sq.m.),3.0,3.0,1,12.0,South-West,Relatively New,1568.0,,,0.0,0.0,0.0,1.0,0.0,1,86,523.1598857096865
flat,shree vardhman victoria,sector 70,1.6,8205.0,1950.0304692260816,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,3.0,3,10.0,South,Relatively New,1950.0,,1161.0,1.0,1.0,0.0,1.0,1.0,1,43,650.0101564086939
flat,shree vardhman victoria,sector 70,1.63,8358.0,1950.227327111749,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,12.0,East,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,1,43,650.0757757039163
house,independent,sohna road,0.07,2527.0,277.0,Plot area 33(27.59 sq.m.),1.0,1.0,0,1.0,,Relatively New,,33.0,,0.0,0.0,0.0,0.0,0.0,1,0,277.0
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,1650.0491504002248,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,3,3.0,East,Relatively New,,,1650.0,1.0,1.0,0.0,0.0,0.0,0,124,550.0163834667416
flat,shyam sadan,sector 3 phase 2,0.55,6470.0,850.0772797527048,Carpet area: 700 (65.03 sq.m.),2.0,2.0,1,4.0,West,Relatively New,,,700.0,1.0,0.0,0.0,0.0,0.0,0,69,425.0386398763524
flat,dlf new town heights,sector 90,1.51,6387.0,2364.177235008611,Super Built up area 2364(219.62 sq.m.)Built Up area: 2362 sq.ft. (219.44 sq.m.)Carpet area: 2360 sq.ft. (219.25 sq.m.),4.0,4.0,3+,6.0,South,Relatively New,2364.0,2362.0,2360.0,0.0,1.0,0.0,1.0,0.0,0,142,591.0443087521528
flat,imperia the esfera,sector 37c,0.87,5513.0,1578.0881552693634,Super Built up area 1578(146.6 sq.m.),2.0,3.0,3+,9.0,North-East,New Property,1578.0,,,1.0,0.0,0.0,0.0,0.0,1,49,789.0440776346817
flat,godrej summit,sector 104,0.75,5910.0,1269.035532994924,Super Built up area 1269(117.89 sq.m.),2.0,2.0,3,6.0,East,Relatively New,1269.0,,,0.0,0.0,0.0,0.0,1.0,1,79,634.517766497462
flat,vipul lavanya,sector 81,0.65,5265.0,1234.567901234568,Super Built up area 1225(113.81 sq.m.)Carpet area: 776 sq.ft. (72.09 sq.m.),2.0,2.0,2,14.0,,Moderately Old,1225.0,,776.0,0.0,0.0,0.0,0.0,0.0,1,96,617.283950617284
flat,sare homes,sector 92,0.71,5354.0,1326.111318640269,Carpet area: 1326 (123.19 sq.m.),3.0,3.0,3,2.0,North-West,Relatively New,,,1326.0,0.0,0.0,0.0,1.0,0.0,1,108,442.037106213423
flat,chd avenue,sector 71,0.98,6049.0,1620.102496280377,Super Built up area 1620(150.5 sq.m.),3.0,3.0,3,0.0,South-East,Moderately Old,1620.0,,,1.0,0.0,0.0,0.0,0.0,1,65,540.0341654267924
house,independent,sector 38,3.5,20325.0,1722.0,Plot area 160,3.0,2.0,2,1.0,East,Moderately Old,,1712.0,,0.0,0.0,0.0,0.0,0.0,1,0,574.0
flat,sunischit apartments,sector 54,1.75,7954.0,2200.1508674880565,Super Built up area 2200(204.39 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,4.0,3+,5.0,East,Moderately Old,2200.0,1900.0,1700.0,0.0,1.0,0.0,0.0,0.0,0,83,733.3836224960188
